metric_item_label,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,metric_source_desc_label_fn,metric_source_desc_label_url_fn,geo_label_city,geo_label_state,geo_label_citystate,geo_fips_code,value,date_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,date_label_proxy_footnote,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high,value_90_ci_low,value_90_ci_high,geo_strata_region,geo_strata_poverty,geo_strata_Population,geo_strata_PopDensity,geo_strata_Segregation,strata_race_label,strata_sex_label,strata_race_sex_label
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,68.86457301,2021,real,,place,real,,yes,61.1951362,77.31430118,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Female,
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,152.4643429,2021,real,,place,real,,yes,101.0793198,229.3295478,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,159.5026558,2020,real,,place,real,,yes,88.8275706,283.1368877,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,53.89559683,2020,real,,place,real,,yes,46.97178358,61.63446827,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Female,
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,132.8084781,2021,real,,place,real,,yes,108.4614611,162.0266952,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,118.9450577,2020,real,,place,real,,yes,95.0780106,147.4762238,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,98.43525763,2021,real,,place,real,,yes,87.71341033,110.2955147,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Male,
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,75.62818747,2021,real,,place,real,,yes,63.66536696,89.33150649,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,47.19244237,2020,real,,place,real,,yes,37.16569684,59.32576083,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,77.70515225,2020,real,,place,real,,yes,67.55466008,89.11422456,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Male,
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,105.9917916,2021,real,,place,real,,yes,68.22440676,158.6140442,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,81.45428329,2021,real,,place,real,,yes,75.10451719,88.2452519,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,114.3828846,2020,real,,place,real,,yes,67.04244703,184.2101278,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,101.5367446,2021,real,,place,real,,yes,85.92106772,119.480195,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,63.56992925,2020,real,,place,real,,yes,57.73073278,69.89400143,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,69.89789361,2020,real,,place,real,,yes,56.21842473,86.14852247,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,45.94169321,2021,real,,place,real,,yes,37.45757076,56.08507627,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
COVID-19 Deaths,Infectious Diseases,Respiratory Infection,"Deaths from COVID-19 (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,39.67037254,2020,real,,place,real,,yes,32.22996338,48.52072273,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,18.43053527,2010,real,,place,real,,yes,16.03486054,21.12112291,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,27.33470223,2011,real,,place,real,,yes,21.66077357,34.17863953,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,26.94012425,2010,real,,place,real,,yes,20.11316882,35.58777402,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,10.20219565,2021,real,,place,real,,yes,7.482228574,13.76306406,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,9.555681427,2020,real,,place,real,,yes,7.390432077,12.26911276,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,8.698211323,2019,real,,place,real,,yes,6.637014244,11.30046737,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,9.539850504,2018,real,,place,real,,yes,7.383470878,12.18761702,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,10.54388443,2017,real,,place,real,,yes,8.238351904,13.39272649,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,10.08473154,2016,real,,place,real,,yes,7.829815434,12.88905909,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,8.819316733,2015,real,,place,real,,yes,6.713220055,11.47570697,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,7.78084657,2014,real,,place,real,,yes,5.834733439,10.26723069,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,7.564449172,2013,real,,place,real,,yes,5.620933311,10.05775975,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,8.699885166,2012,real,,place,real,,yes,6.567980805,11.38487079,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,8.170858691,2011,real,,place,real,,yes,6.092514533,10.81069193,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,9.239743284,2010,real,,place,real,,yes,6.575693694,12.7461136,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,19.45543086,2020,real,,place,real,,yes,9.079576634,38.14248861,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,18.50149608,2021,real,,place,real,,yes,9.620268758,33.37250446,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,17.40448008,2020,real,,place,real,,yes,9.867125758,29.21991414,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,12.74963114,2018,real,,place,real,,yes,6.010809662,24.73525937,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,10.2460511,2017,real,,place,real,,yes,5.119683294,19.51873316,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,9.132200828,2015,real,,place,real,,yes,3.905878323,19.3883652,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,38.8742981,2020,real,,place,real,,yes,34.39135202,43.85018998,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,37.81892817,2019,real,,place,real,,yes,33.42354262,42.7032257,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,35.31718989,2018,real,,place,real,,yes,30.98506894,40.18737719,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,37.32489495,2017,real,,place,real,,yes,32.62673666,42.63300166,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,37.12525765,2016,real,,place,real,,yes,32.22136206,42.69553564,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Diabetes Deaths,Chronic Health Conditions,Diabetes and Obesity,"Deaths from diabetes (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,38.14311462,2015,real,,place,real,,yes,32.98088582,44.04231918,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
